code,level,de,en,es,fr,it,nl
47.92,4,Vermittlungstätigkeiten für den Einzelhandel mit ausgeprägtem Schwerpunkt,Intermediation service activities for specialised retail sale,Actividades de servicios de intermediación para el comercio al por menor especializado,Activités de service d’intermédiation pour le commerce de détail spécialisé,Attività di servizi di intermediazione per il commercio al dettaglio specializzato,Bemiddelingsactiviteiten voor de gespecialiseerde detailhandel
47.9,3,Vermittlungstätigkeiten für den Einzelhandel,Intermediation service activities for retail sale,Actividades de servicios de intermediación para el comercio al por menor,Activités de service d’intermédiation pour le commerce de détail,Attività di servizi di intermediazione per il commercio al dettaglio,Bemiddelingsactiviteiten in verband met de detailhandel
47.3,3,Einzelhandel mit Motorenkraftstoffen,Retail sale of automotive fuel,Comercio al por menor de combustible para la automoción,Commerce de détail de carburants,Commercio al dettaglio di carburanti per autotrazione,Detailhandel in motorbrandstoffen
47.30,4,Einzelhandel mit Motorenkraftstoffen,Retail sale of automotive fuel,Comercio al por menor de combustible para la automoción,Commerce de détail de carburants,Commercio al dettaglio di carburanti per autotrazione,Detailhandel in motorbrandstoffen
47.92,4,Vermittlungstätigkeiten für den Einzelhandel mit ausgeprägtem Schwerpunkt,Intermediation service activities for specialised retail sale,Actividades de servicios de intermediación para el comercio al por menor especializado,Activités de service d’intermédiation pour le commerce de détail spécialisé,Attività di servizi di intermediazione per il commercio al dettaglio specializzato,Bemiddelingsactiviteiten voor de gespecialiseerde detailhandel
47.9,3,Vermittlungstätigkeiten für den Einzelhandel,Intermediation service activities for retail sale,Actividades de servicios de intermediación para el comercio al por menor,Activités de service d’intermédiation pour le commerce de détail,Attività di servizi di intermediazione per il commercio al dettaglio,Bemiddelingsactiviteiten in verband met de detailhandel
47.4,3,Einzelhandel mit Geräten der Informations- und Kommunikationstechnik,Retail sale of information and communication equipment,Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones,Commerce de détail d’équipements de l’information et de la communication,Commercio al dettaglio di apparecchiature informatiche e di comunicazione,Detailhandel in ICT-apparatuur
47.40,4,Einzelhandel mit Geräten der Informations- und Kommunikationstechnik,Retail sale of information and communication equipment,Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones,Commerce de détail d’équipements de l’information et de la communication,Commercio al dettaglio di apparecchiature informatiche e di comunicazione,Detailhandel in ICT-apparatuur
47.92,4,Vermittlungstätigkeiten für den Einzelhandel mit ausgeprägtem Schwerpunkt,Intermediation service activities for specialised retail sale,Actividades de servicios de intermediación para el comercio al por menor especializado,Activités de service d’intermédiation pour le commerce de détail spécialisé,Attività di servizi di intermediazione per il commercio al dettaglio specializzato,Bemiddelingsactiviteiten voor de gespecialiseerde detailhandel
47.40,4,Einzelhandel mit Geräten der Informations- und Kommunikationstechnik,Retail sale of information and communication equipment,Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones,Commerce de détail d’équipements de l’information et de la communication,Commercio al dettaglio di apparecchiature informatiche e di comunicazione,Detailhandel in ICT-apparatuur
47.92,4,Vermittlungstätigkeiten für den Einzelhandel mit ausgeprägtem Schwerpunkt,Intermediation service activities for specialised retail sale,Actividades de servicios de intermediación para el comercio al por menor especializado,Activités de service d’intermédiation pour le commerce de détail spécialisé,Attività di servizi di intermediazione per il commercio al dettaglio specializzato,Bemiddelingsactiviteiten voor de gespecialiseerde detailhandel
47.40,4,Einzelhandel mit Geräten der Informations- und Kommunikationstechnik,Retail sale of information and communication equipment,Comercio al por menor de equipos para las tecnologías de la información y las comunicaciones,Commerce de détail d’équipements de l’information et de la communication,Commercio al dettaglio di apparecchiature informatiche e di comunicazione,Detailhandel in ICT-apparatuur
47.92,4,Vermittlungstätigkeiten für den Einzelhandel mit ausgeprägtem Schwerpunkt,Intermediation service activities for specialised retail sale,Actividades de servicios de intermediación para el comercio al por menor especializado,Activités de service d’intermédiation pour le commerce de détail spécialisé,Attività di servizi di intermediazione per il commercio al dettaglio specializzato,Bemiddelingsactiviteiten voor de gespecialiseerde detailhandel
47.9,3,Vermittlungstätigkeiten für den Einzelhandel,Intermediation service activities for retail sale,Actividades de servicios de intermediación para el comercio al por menor,Activités de service d’intermédiation pour le commerce de détail,Attività di servizi di intermediazione per il commercio al dettaglio,Bemiddelingsactiviteiten in verband met de detailhandel
47.5,3,"Einzelhandel mit sonstigen Haushaltsgeräten, Textilien, Heimwerker- und Einrichtungsbedarf",Retail sale of other household equipment,Comercio al por menor de otros artículos de uso doméstico,Commerce de détail d’autres équipements du foyer,Commercio al dettaglio di altre attrezzature per uso domestico,Detailhandel in andere consumentenartikelen
47.6,3,"Einzelhandel mit Verlagsprodukten, Sportausrüstungen und Spielwaren",Retail sale of cultural and recreational goods,Comercio al por menor de artículos culturales y recreativos,Commerce de détail de biens culturels et de loisirs,Commercio al dettaglio di articoli culturali e ricreativi,Detailhandel in cultuur- en recreatieartikelen
47.51,4,Einzelhandel mit Textilien,Retail sale of textiles,Comercio al por menor de textiles,Commerce de détail de textiles,Commercio al dettaglio di prodotti tessili,Detailhandel in textiel
47.92,4,Vermittlungstätigkeiten für den Einzelhandel mit ausgeprägtem Schwerpunkt,Intermediation service activities for specialised retail sale,Actividades de servicios de intermediación para el comercio al por menor especializado,Activités de service d’intermédiation pour le commerce de détail spécialisé,Attività di servizi di intermediazione per il commercio al dettaglio specializzato,Bemiddelingsactiviteiten voor de gespecialiseerde detailhandel
47.52,4,"Einzelhandel mit Metallwaren, Anstrichmitteln, Bau- und Heimwerkerbedarf","Retail sale of hardware, building materials, paints and glass","Comercio al por menor de ferretería, materiales de construcción, pinturas y vidrio","Commerce de détail de quincaillerie, de matériaux de construction et de bricolage, de peinture et de verre","Commercio al dettaglio di ferramenta, materiali da costruzione, vernici e vetro","Detailhandel in ijzerwaren, bouwmaterialen, verf en glas"
47.92,4,Vermittlungstätigkeiten für den Einzelhandel mit ausgeprägtem Schwerpunkt,Intermediation service activities for specialised retail sale,Actividades de servicios de intermediación para el comercio al por menor especializado,Activités de service d’intermédiation pour le commerce de détail spécialisé,Attività di servizi di intermediazione per il commercio al dettaglio specializzato,Bemiddelingsactiviteiten voor de gespecialiseerde detailhandel
47.53,4,"Einzelhandel mit Vorhängen, Teppichen, Fußbodenbelägen und Tapeten","Retail sale of carpets, rugs, wall and floor coverings","Comercio al por menor de alfombras, moquetas y revestimientos de paredes y suelos","Commerce de détail de tapis, moquettes et revêtements de murs et de sols","Commercio al dettaglio di tappeti, moquette, rivestimenti per pareti e pavimenti",Detailhandel in tapijten en andere vloerbedekking en wandbekleding
47.92,4,Vermittlungstätigkeiten für den Einzelhandel mit ausgeprägtem Schwerpunkt,Intermediation service activities for specialised retail sale,Actividades de servicios de intermediación para el comercio al por menor especializado,Activités de service d’intermédiation pour le commerce de détail spécialisé,Attività di servizi di intermediazione per il commercio al dettaglio specializzato,Bemiddelingsactiviteiten voor de gespecialiseerde detailhandel
47.54,4,Einzelhandel mit elektrischen Haushaltsgeräten,Retail sale of electrical household appliances,Comercio al por menor de aparatos electrodomésticos,Commerce de détail d’appareils électroménagers,Commercio al dettaglio di elettrodomestici,Detailhandel in elektrische huishoudapparaten
47.92,4,Vermittlungstätigkeiten für den Einzelhandel mit ausgeprägtem Schwerpunkt,Intermediation service activities for specialised retail sale,Actividades de servicios de intermediación para el comercio al por menor especializado,Activités de service d’intermédiation pour le commerce de détail spécialisé,Attività di servizi di intermediazione per il commercio al dettaglio specializzato,Bemiddelingsactiviteiten voor de gespecialiseerde detailhandel
47.52,4,"Einzelhandel mit Metallwaren, Anstrichmitteln, Bau- und Heimwerkerbedarf","Retail sale of hardware, building materials, paints and glass","Comercio al por menor de ferretería, materiales de construcción, pinturas y vidrio","Commerce de détail de quincaillerie, de matériaux de construction et de bricolage, de peinture et de verre","Commercio al dettaglio di ferramenta, materiali da costruzione, vernici e vetro","Detailhandel in ijzerwaren, bouwmaterialen, verf en glas"
47.55,4,"Einzelhandel mit Möbeln, Einrichtungsgegenständen und sonstigem Hausrat","Retail sale of furniture, lighting equipment, tableware and other household goods","Comercio al por menor de muebles, aparatos de iluminación, vajilla y otros artículos de uso doméstico","Commerce de détail de meubles, d’appareils d’éclairage, de vaisselle et d’autres biens domestiques","Commercio al dettaglio di mobili, di articoli per l’illuminazione, articoli per la tavola e altri articoli per la casa","Detailhandel in meubelen, verlichtingstoestellen, tafelgerei en andere huishoudelijke artikelen"
47.69,4,Einzelhandel mit Kunst- und Kulturerzeugnissen a. n. g.,Retail sale of cultural and recreational goods n.e.c.,Comercio al por menor de artículos culturales y recreativos n.c.o.p.,Commerce de détail de biens culturels et de loisirs n.c.a.,Commercio al dettaglio di articoli culturali e ricreativi n.c.a.,"Detailhandel in cultuur- en recreatieartikelen, n.e.g."
47.92,4,Vermittlungstätigkeiten für den Einzelhandel mit ausgeprägtem Schwerpunkt,Intermediation service activities for specialised retail sale,Actividades de servicios de intermediación para el comercio al por menor especializado,Activités de service d’intermédiation pour le commerce de détail spécialisé,Attività di servizi di intermediazione per il commercio al dettaglio specializzato,Bemiddelingsactiviteiten voor de gespecialiseerde detailhandel
